Track name,Artist name,Album,Playlist name,Type,ISRC,Tidal - id
"Didn't It Rain","Sister Rosetta Tharpe","The Gospel Of The Blues","Favorites tracks","Favorite","USMC14773989","4020029"
"Heart Of Glass","Blondie","The Best Of Blondie","Favorites tracks","Favorite","USCH39600074","147871"
"Drowning Out","You'll Never Get to Heaven","You’ll Never Get to Heaven","Favorites tracks","Favorite","CABM51200104","270773655"
"Das Gegenteil Von Gut Ist Gut Gemeint","Kinderzimmer Productions","Im Auftrag ewiger Jugend und Glückseligkeit","Favorites tracks","Favorite","DEHB69600008","18697434"
"When I Was Done Dying","Dan Deacon","Gliss Riffer","Favorites tracks","Favorite","GBCEL1400553","41841123"
"Frankie Sinatra","The Avalanches","Wildflower","Favorites tracks","Favorite","AUUM71600212","62500547"
"Verguenza","Sexteto Juventud","En Todo!","Favorites tracks","Favorite","QMFME1597919","152512360"
"Protesta","Sexteto Juventud","En Todo!","Favorites tracks","Favorite","QMFME1597917","152512358"
"Me Mamé","Consulado Popular","Me Mamé","Favorites tracks","Favorite","USDXS1600180","134779861"
"No Hay Nadie Como Tú (feat. Café Tacuba) (Album Version)","Calle 13","Los De Atrás Vienen Conmigo","Favorites tracks","Favorite","USSD10804528","3328588"
"Los Caminos De La Vida","Los Diablitos","Sorpresa Caribe","Favorites tracks","Favorite","COC019321633","345147699"
"La Guitarra","Los Auténticos Decadentes","Mi Vida Loca","Favorites tracks","Favorite","ARF039501192","3346197"
"This Is a Man's World","James Brown","Soul Box","Favorites tracks","Favorite","USA560692166","10300891"
"Intuition","Sophia Rayne","Intuition","Favorites tracks","Favorite","USL4Q2048014","432592768"
"Khayal","Kazdoura","Khayal","Favorites tracks","Favorite","USUYG1578033","392369662"
"Agua","Bomba Estéreo","Deja","Favorites tracks","Favorite","USSD12000613","196428180"
"Tamborero","Bomba Estéreo","Deja","Favorites tracks","Favorite","USSD12100060","196428187"
"Karpatskyi Rep","DakhaBrakha","Light","Favorites tracks","Favorite","TCABS1493679","25764013"
"Les deux guitares","Opa Tsupa","Inédits","Favorites tracks","Favorite","FRP621618730","277666767"
"Hu Man","Greentea Peng","Hu Man","Favorites tracks","Favorite","GBUM72003864","150169645"
"Frijolero","Molotov","Dance And Dense Denso","Favorites tracks","Favorite","USUL10201087","611796"
"Reverdecer","Perotá Chingó","Aguas","Favorites tracks","Favorite","ARPTB1700006","188961825"
"Gamesofluck","Parcels","Gamesofluck","Favorites tracks","Favorite","FRU701600048","120548599"
"Mother May I Sleep With Danger?","Joy Crookes","Influence EP","Favorites tracks","Favorite","TCADA1799251","91344179"
"Monólogo de Humor","Facundo Cabral","Pateando Tachos","Favorites tracks","Favorite","GBMA22401463","370958520"
"El Pescador","Totó La Momposina","La Candela Viva","Favorites tracks","Favorite","GBCPA9300229","45111417"
"Blue Drag","Allen Toussaint","The Bright Mississippi","Favorites tracks","Favorite","USNO10807877","2572685"
"Is You Is Or Is You Ain't (My Baby)","Louis Jordan","Rock 'N' Roll","Favorites tracks","Favorite","USPR35612278","228808184"
"La chusma inconsciente","Evelyn Cornejo","La chusma inconsciente","Favorites tracks","Favorite","ARC571702041","220489230"
"Touch Me I'm Going to Scream, Pt. 2","My Morning Jacket","Evil Urges","Favorites tracks","Favorite","USATO0800044","13971494"
"Only for You","Heartless Bastards","Arrow","Favorites tracks","Favorite","USBQU1100085","17157803"
"Deixa A Gira Girá","Os Tincoãs","Os Tincoãs","Favorites tracks","Favorite","BRUM72201762","451041423"
"Self","Noname","Room 25","Favorites tracks","Favorite","QM24S1834470","259321030"
"Quimey Neuquén","Jose Larralde","Herencia: Canta José Larralde","Favorites tracks","Favorite","ARF038900103","3758855"
"Ulysses and the Sea","Papooz","Papooz","Favorites tracks","Favorite","FR2X41421758","76117184"
"Mum Does the Washing","Joshua Idehen","Mum Does the Washing","Favorites tracks","Favorite","SE5JH2401001","452378656"
"Ya Ummi","Selin Sümbültepe","Ya Ummi","Favorites tracks","Favorite","DGA062541037","466903500"
"El Sol No Regresa","La Quinta Estación","Flores De Alquiler","Favorites tracks","Favorite","MXF010400019","33974880"
"Teardrops","NEIL FRANCES","Stay Strong Play Long","Favorites tracks","Favorite","US3DF1801131","211543560"
"Cherry","Jungle","For Ever","Favorites tracks","Favorite","GBBKS1800100","93098997"
"Globo","Ele A","Globo","Favorites tracks","Favorite","FR10S2332187","270554628"
"Vengo","La Muchacha","Polen","Favorites tracks","Favorite","USL4Q1887461","100629982"
"Antropología","Carmelo Torres y Los Toscos","Carmelo Torres y los Toscos","Favorites tracks","Favorite","QZ9YE1800217","104221446"
"Mum Does the Washing","Joshua Idehen","Mum Does the Washing","Favorites tracks","Favorite","SE5JH2401001","452378656"
"Ya Ummi","Selin Sümbültepe","Ya Ummi","Favorites tracks","Favorite","DGA062541037","466903500"
"El Sol No Regresa","La Quinta Estación","Flores De Alquiler","Favorites tracks","Favorite","MXF010400019","33974880"
"Teardrops","NEIL FRANCES","Stay Strong Play Long","Favorites tracks","Favorite","US3DF1801131","211543560"
"Cherry","Jungle","For Ever","Favorites tracks","Favorite","GBBKS1800100","93098997"
"Globo","Ele A","Globo","Favorites tracks","Favorite","FR10S2332187","270554628"
"Vengo","La Muchacha","Polen","Favorites tracks","Favorite","USL4Q1887461","100629982"
"Antropología","Carmelo Torres y Los Toscos","Carmelo Torres y los Toscos","Favorites tracks","Favorite","QZ9YE1800217","104221446"
"Algo contigo","Rita Payés","Imagina","Favorites tracks","Favorite","GBMA21859629","350978008"
"Lo malo de ser bueno","El Cuarteto de Nos","Porfiado","Favorites tracks","Favorite","ARF111200008","15274106"
"Plastic Bag","X-Ray Spex","Germ Free Adolescents","Favorites tracks","Favorite","GBAJE7800080","377709750"
"She Said","The Jins","Death Wish","Favorites tracks","Favorite","CAB391802302","105881087"
"Don't Preach to Me","The Skallywags","Estate of Intent","Favorites tracks","Favorite","GBKPL1941662","242334840"
"Buen día Benito","El Cuarteto de Nos","Porfiado","Favorites tracks","Favorite","ARF111200006","15274104"
"Me Robaste El Sueño","Martina Camargo","Straight from the Decks, Vol. 2 (Guts Finest Selection from His Famous DJ Sets)","Favorites tracks","Favorite","USHM20968850","176357801"
"Deliver Us","Alton Ellis","The Pama Years: Alton Ellis, The Godfather of Rocksteady","Favorites tracks","Favorite","GBVVQ1900642","151353026"
"Te Guardo","Silvana Estrada","Primeras Canciones","Favorites tracks","Favorite","QZ5AB1846855","416550957"
"Deixa A Gira Girar","Os Tincoãs","Welcome To The ORISHAS HOMELAND - In The Rhythm Of Nature And Faith","Favorites tracks","Favorite","BRUM71400048","26945868"
"Berekekê","Geraldo Azevedo","Berekekê","Favorites tracks","Favorite","BRGPL0900003","29392419"
"Shoop","Salt-N-Pepa","Very Necessary","Favorites tracks","Favorite","USWWW0126118","169910580"
"Bam Bam","Sister Nancy","One Two","Favorites tracks","Favorite","USA2P0804885","421050361"
"El Jardin","Hermanos Gutiérrez","8 Años","Favorites tracks","Favorite","CH7811707850","359676470"
"This is Not America (feat. Ibeyi)","Residente","This is Not America (feat. Ibeyi)","Favorites tracks","Favorite","USSD12000406","220892498"
"Parque","Onda Vaga","Fuerte Y Caliente","Favorites tracks","Favorite","ARJ870800002","229905055"
"Certo","Perotá Chingó","Aguas","Favorites tracks","Favorite","ARPTB1700004","188961823"
"Lift You","Moin","You Never End","Favorites tracks","Favorite","DEG932403663","378720443"
"Police State (feat. Chairman Omali Yeshitela)","Dead Prez","Let's Get Free","Favorites tracks","Favorite","USLR59900821","33905777"
"Sacar la Voz","Jorge Drexler","La Bala","Favorites tracks","Favorite","US66W1101135","13110531"
"Anhelando Iruya","Perotá Chingó","Aguas","Favorites tracks","Favorite","ARPTB1700008","188961827"
"Call Me When You Want Me","Love Apple","Love Apple","Favorites tracks","Favorite","USCW61242502","23435077"
"Azúca / El Loro y La Lora","Aida Bossa","Straight from the Decks, Vol. 3 (Guts Finest Selection from His Famous DJ Sets)","Favorites tracks","Favorite","US7VG1850229","302623402"
"Baianá","Barbatuques","Brasingles Vol. 2","Favorites tracks","Favorite","BRMPC0500451","298439764"
"Ilaló","Chancha Via Circuito","Nova Tunes 3.8","Favorites tracks","Favorite","USCCW1610778","93314330"
"Baby","DakhaBrakha","Light","Favorites tracks","Favorite","TCABS1493683","25764017"
"u got love","De Lucht","u got love","Favorites tracks","Favorite","NL3AA2500048","423411918"
"El Gigante de Hierro","Grupo Soñador","Grandes Exitos Originales","Favorites tracks","Favorite","USU6V9997813","93490463"
"Popurri","Aniceto Molina","Más Sabroso Que Nunca","Favorites tracks","Favorite","USLFZ0710092","8710837"
"Transparent","Dota Kehr","Bis auf den Grund","Favorites tracks","Favorite","DEBR51000001","74573658"
"Yaz Gazeteci Yaz","Selda Bağcan","Türkülerimiz 2 - Mehmet Emmi","Favorites tracks","Favorite","TR7340800186","183849463"
"Gangsta's Paradise","Coolio","Gangsta's Paradise","Favorites tracks","Favorite","USTB10250016","219775152"
"Cheftak","Soapkills","The Best of Soapkills","Favorites tracks","Favorite","BE6F51500920","44580106"
"Cumbia Sampuesana","Aniceto Molina","Salsa Hits, Vol.1","Favorites tracks","Favorite","TCADO1818657","86778293"
"Aprenderé","La otra","Aprenderé (en directo 2K23)","Favorites tracks","Favorite","QM4TW2389784","283608188"
"El Golpe de Mi Tambó","TONADA","Mi Tonada","Favorites tracks","Favorite","FRX281730856","342780269"
"Lejos de la ciudad","Muerdo","Viento Sur","Favorites tracks","Favorite","ES7311500240","54959544"
"Quieto","Edson Velandia","El Karateka","Favorites tracks","Favorite","US7VG1638671","60091787"
"Venganza","Velandia y la Tigra","Proverbios Burros","Favorites tracks","Favorite","QZNJZ2362141","312277333"
"Miren","Churupaca","Churupaca","Favorites tracks","Favorite","ARC571502635","315925689"
"Hoy","Churupaca","Sesiones de Estudio en el Jardín","Favorites tracks","Favorite","ARC572003824","315922407"
"Abro los Ojos","Churupaca","Antes de Mañana","Favorites tracks","Favorite","ARDOR1800004","315341989"
"All One Nation","Tito La Rosa","Prophecy Of The Eagle And The Condor","Favorites tracks","Favorite","US74R0592801","97117515"
"Love Is A Battlefield","Pat Benatar","Live From Earth","Favorites tracks","Favorite","USCH38400020","197385888"
"Maneater","Daryl Hall & John Oates","H2O","Favorites tracks","Favorite","USRC10301821","99674926"
"I'd Love to Change the World","Ten Years After","A Space in Time","Favorites tracks","Favorite","UKKP21700109","233193545"
"Canta Querida","LISZA","Charango","Favorites tracks","Favorite","BEDR12000001","141674827"
"Summer Rain","Le Parody","Summer Rain","Favorites tracks","Favorite","UKADC1500019","241955447"
"Makes You Fly","Nice Guys","Nice Guys Love You (Vol. 1)","Favorites tracks","Favorite","FR9Z61900078","111169140"
"Zvichapera","Chiwoniso","Zvichapera","Favorites tracks","Favorite","FR9W11420293","86561428"
"La Última Noche","Augusto Bracho","Mercado de los Corotos","Favorites tracks","Favorite","TCADP1889277","88380953"
"Su Comunisti Della Capitale","Piero Brega","Quando Nascesti Tune","Favorites tracks","Favorite","ITOOJ1300328","86885291"
"Cumbia De Valledupar","Sabor Vallenato","Cumbias Salvajes","Favorites tracks","Favorite","QZDQH2436758","401336656"
"Canta Querida","LISZA","Charango","Favorites tracks","Favorite","BEDR12000001","141674827"
"Summer Rain","Le Parody","Summer Rain","Favorites tracks","Favorite","UKADC1500019","241955447"
"Makes You Fly","Nice Guys","Nice Guys Love You (Vol. 1)","Favorites tracks","Favorite","FR9Z61900078","111169140"
"Zvichapera","Chiwoniso","Zvichapera","Favorites tracks","Favorite","FR9W11420293","86561428"
"La Última Noche","Augusto Bracho","Mercado de los Corotos","Favorites tracks","Favorite","TCADP1889277","88380953"
"Su Comunisti Della Capitale","Piero Brega","Quando Nascesti Tune","Favorites tracks","Favorite","ITOOJ1300328","86885291"
"Cumbia De Valledupar","Sabor Vallenato","Cumbias Salvajes","Favorites tracks","Favorite","QZDQH2436758","401336656"
"Berekekê","Geraldo Azevedo","Berekekê","sonidos en portugués","Playlist","BRGPL0900003","29392419"
"Deixa A Gira Girar","Os Tincoãs","Welcome To The ORISHAS HOMELAND - In The Rhythm Of Nature And Faith","sonidos en portugués","Playlist","BRUM71400048","26945868"
"Manha De Carnaval","Elizeth Cardoso","Black Orpheus (Original Motion Picture Soundtrack)","sonidos en portugués","Playlist","USGR10300501","3763971"
"Preciso Me Encontrar","Cartola","Cartola (1976)","sonidos en portugués","Playlist","BREMI7600160","63778829"
"Construção","Chico Buarque","Construção","sonidos en portugués","Playlist","BRPGD7100036","3765068"
"Cuidame (Directo Libertad 8) (with Jorge Drexler)","Pedro Guerra","Pedro Guerra 20 Años Libertad 8 (En Directo)","hablan del verbo amar","Playlist","ES5021400183","28349766"
"Chao Miamor","La Muchacha","Más Canciones Crudas","hablan del verbo amar","Playlist","QZGLM2112053","175682096"
"El Baile","Pedro Pastor","Vulnerables","hablan del verbo amar","Playlist","ES71G1910720","419656814"
"Ronca (Carta para una mija)","Las Mijas","Ronca (Carta para una mija)","hablan del verbo amar","Playlist","QZNJW2226538","235858384"
"i love you","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","hablan del verbo amar","Playlist","USUM71900773","121069671"
"Melody Noir","Patrick Watson","Wave","hablan del verbo amar","Playlist","CA0RZ1800031","119484191"
"Asilo (feat. Mon Laferte)","Jorge Drexler","Salvavidas de hielo","hablan del verbo amar","Playlist","ES5151701236","78500355"
"Ain't No Sunshine","Bill Withers","Just As I Am","blues jazz rock","Playlist","USSM10000372","2098894"
"Silver Spoon","Kirk Fletcher","I'm Here and I'm Gone - 10th Anniversary Reissue (With Bonus Tracks)","blues jazz rock","Playlist","USA560940270","8776546"
"Turiya & Ramakrishna","Alice Coltrane","Ptah The El Daoud","blues jazz rock","Playlist","USMC17049551","35655264"
"A Fool No More","Peter Green","In the Skies","blues jazz rock","Playlist","GBAJE7800307","491305866"
"Misty","Sarah Vaughan","Sassy Swings The Tivoli","blues jazz rock","Playlist","USPR36302488","93438319"
"How Blue Can You Get?","B.B. King","Live In Cook County Jail","blues jazz rock","Playlist","USMC17147484","77635567"
"Strange Fruit","Billie Holiday","Lady Sings The Blues","blues jazz rock","Playlist","USPR35602457","93057542"
"Ain't Got No / I Got Life","NINA SIMONE","Feeling Good: Her Greatest Hits And Remixes","blues jazz rock","Playlist","USRC16804194","215227779"
"Elbow Pain","Glue Trip","Glue Trip","guitarras lindas","Playlist","US7VG1620694","58260539"
"Saving A Life","richard houghten","Sonata De Grillo","guitarras lindas","Playlist","TCACC1433451","240363883"
"Last Chance","Thornato","Bennu","guitarras lindas","Playlist","USCCW1610618","249030180"
"Les deux guitares","Opa Tsupa","Inédits","guitarras lindas","Playlist","FRP621618730","277666767"
"Raquel","Bau","Top d'Coroa","guitarras lindas","Playlist","FRX629390010","500375359"
"Pais Nublado","Helado Negro","This Is How You Smile","tranquilidad","Playlist","US6PQ1900051","102601580"
"In a Manner of Speaking","Nouvelle Vague","Nouvelle vague","tranquilidad","Playlist","GBEWK0400021","301685604"
